# CORRECTIONS APPLIED TO THE CORPUS, and who checked them. PLAN.md rule 1: every replacement is
# re-derived by an implementer (A), independently disproved-or-confirmed by a verifier (B), and
# recorded here. A row with no verifier is not a finished correction. `gate` is the numeric or
# textual test named in PLAN.md for that finding, and what it read after the change.
# Tab-separated. Rows are appended per sitting; the commit column is filled when the row lands.
finding	document	replacement	derivation	gate	implementer	verifier	commit
X27	references/wave-models.md	`## The Jacobian is a free product`. Before: '⚠️ **Choppiness is the horizontal-displacement scale, and past about 1.0 it drives `J` negative over large areas** - which reads as geometry self-intersection shimmer rather than as foam. Clamp it so folding stays rare and foamed.' After: the same warning restated as a scaling law - the folded fraction depends on `q·sqrt(mss)` alone, so 'clamp `q <= s_p/sqrt(mss_resolved)`, `mss` the **total** mean-square slope of that cascade, both components. Derived here, `s_p ~ 0.51 / 0.40 / 0.69` at accepted fold fractions `p` of 1% / 0.1% / 5% (`cos²` spread; 6-17% higher unspread). `p` is a choice: **clamp per cascade on its own `J`**.' Failure row ':354' rewritten to match: mechanism 'Choppiness past the fold threshold, which is `s_p/sqrt(mss_resolved)` per cascade and not the constant ~1.0 this row used to name', fix 'Clamp per cascade against its own measured `J`'. NOTE: the plan's form `q <= 1/(z_p·sqrt(mss))` is the same law written with the reciprocal coefficient; the numerator form is used because the printed number is then the coefficient itself, not its inverse. ⚠️ REPAIR: 'The folded fraction depends on `q·√mss` alone' names the wrong invariance and is replaced by 'At a fixed directional spread the folded fraction depends on `q` and on the spectrum only through `s = q·√mss` — the **radial** shape drops out exactly; the spread does not.' The parenthetical is extended from '(cos² spread; 6-17% higher unspread)' to '(`cos²` spread; **6-17% higher** unspread across those three — that band is the spread moving the threshold, which is why the spread has to be stated)'. The numbers s_p ≈ 0.51 / 0.40 / 0.69 and the clamp form are UNCHANGED: they survived verification.	Derived twice, independently, and the two agree. (1) ANALYTIC MOMENTS. For Tessendorf's choppy displacement the gradient matrix is M_ab = sum Re[(k_a k_b/|k|) h~ e^{ikx}], a zero-mean Gaussian matrix whose covariances are pure direction averages of the SAME spectral measure that gives the slope: with mss the total mean-square slope, isotropic gives Var(Mxx) = Var(Myy) = (3/8)mss, Var(Mxy) = Cov(Mxx,Myy) = (1/8)mss; a cos² directional spread gives (5/8, 1/8, 1/8, 1/8). J = 1 + q(Mxx+Myy) + q²(Mxx Myy - Mxy²) therefore depends on q only through s = q sqrt(mss), so the fold fraction is a function of s ALONE and the spectrum's radial shape drops out. 8e6-sample Monte Carlo: s_p = 0.7383 / 0.5734 / 0.4585 at p = 5% / 1% / 0.1% isotropic, 0.6943 / 0.5141 / 0.3956 under cos². (2) FIELD SYNTHESIS. 512² Hermitian-symmetric Gaussian fields on a 401 m patch (imag/real max 4e-16, so the field is real), h and D built by the document's own transform, mss measured as mean(hx²+hy²) on the grid, J thresholded per cell, q bisected to the target fold fraction; 5 seeds each, k^-4 and k^-3.5, no spread / cos² / cos⁴ / cos²(theta/2): isotropic 0.7401±0.0104 / 0.5771±0.0119 / 0.4655±0.0112, cos² 0.6862±0.0100 / 0.5101±0.0129 / 0.3977±0.0103. Radial spectral slope moves s_p by less than the seed scatter; DIRECTIONAL SPREADING is what moves it, by 6-17%, which is why the printed pair is the cos² value with the unspread band named. The audit's critic value (q* x rms-slope = 0.534-0.542) and the plan's 0.52/0.41/0.70 both sit inside this band; the plan's triple is the cos² case to two digits. Single-wave sanity check: one trochoid folds at q a k = 1 and has mss = (ak)²/2, so s = 1/sqrt(2) = 0.707 at the first fold, and the Stokes limit ak = 0.44 needs q = 2.3 - both as the audit states. ⚠️ REPAIR DERIVATION (a third route, independent of the sitting's two): the invariance is provable, not just measured. For the choppy displacement D_a = sum Re[-i (k_a/|k|) h~ e^{ikx}], the gradient is M_ab = sum Re[(k_a k_b/|k|) h~ e^{ikx}], so Var(M_ab) = sum (k_a k_b/|k|)^2 S(k) = sum |k|^2 n_a^2 n_b^2 S(k) with n = k/|k| — i.e. mss times a pure DIRECTION average. For a separable spectrum the radial weight |k|^2 S(k) normalises out exactly and the radial shape cannot appear; the direction average cannot normalise out and the spread therefore does appear. Quadrature over the direction densities confirms the coefficients to 6 dp: isotropic <c^4> = <s^4> = 0.375000, <c^2 s^2> = 0.125000; cos^2 spread <c^4> = 0.625000, <s^4> = <c^2 s^2> = 0.125000; <c^3 s> = 0 in both, so M_xy is independent of (M_xx, M_yy). Fold fraction P(det(I + sM) <= 0) then evaluated EXACTLY by 200x200 Gauss-Hermite on (M_xx, M_yy) with M_xy Rao-Blackwellised out through erfc, and independently by 4e6-sample Monte Carlo. Roots: cos^2 s_p = 0.6925 / 0.5161 / 0.3922 (MC 0.6943 / 0.5136 / 0.3961); isotropic 0.7397 / 0.5742 / 0.4583 (MC 0.7381 / 0.5735 / 0.4580) at p = 5% / 1% / 0.1%. Isotropic/cos^2 = +6.83% / +11.27% / +16.84%, so '6-17% higher unspread' is EXACT and the spread alone moves s_p by up to 17% — which is what makes 'depends on q·√mss alone' false as written.	The printed triple survives three independent routes (analytic moments + MC, 512² field synthesis, exact Gauss-Hermite quadrature) that agree to within 0.008 in s_p. The printed band 6-17% is exact to the quadrature. NOTE for the record, not a change: exact quadrature gives 0.3922 at p = 0.1% where the page prints 0.40; field synthesis gave 0.3977 and MC 0.3961, so 0.40 sits at the top of the method scatter and is inside the page's own '≈'. Left as printed rather than tightened, because tightening one of the three and not the others would imply a precision the three routes do not support. PRESCRIPTION CHECK (Pattern 6): the clamp is not a no-op — P(J <= 0) under cos² spread is 15.10% at s = 1.0 and 0.946% at s = 0.51.	agent-wave-models	CONFIRMED. The verifier's exact Gauss-Hermite route and its 1024² Hermitian field synthesis both reproduce the triple and the 6-17% band, and the repairer's independent Gauss-Hermite + MC + direction-average quadrature reproduces them again (6.83 / 11.27 / 16.84%, identical to 2 dp). Pattern 3 (circular gate) CLEARED: the three routes share no code and no intermediate. The verifier's defect [5] is UPHELD — the 'alone' was contradicted three clauses later by the document's own parenthetical — and its proposed replacement is adopted with the invariance stated as proven above.	
X31	references/wave-models.md	The accuracy cell of the 'FFT, single patch' row. Before: 'resolves down to a **~2 cm** floor at that grid; below it, waves become variance'. After: 'resolves to `2L/N` - Nyquist over the notes' own 10 m-2 km patch range, so **3.9 cm** at `L = 10 m` and **1.56 m** at `L = 400 m`; below it, waves become variance'. The paragraph below, which repudiates the `L/N` convention, is rewritten to name both discarded numbers instead of only one: 'An earlier version of this line called `L/N` the floor and printed 78 cm where 512² at `L = 400 m` gives 1.56 m; the cell above carried a bare "~2 cm", which needs `L = 5.12 m`, outside the notes' own 10 m-2 km range.'	2L/N at N = 512: L = 10 m gives 0.0390625 m = 3.91 cm; L = 400 m gives 1.5625 m; L = 401 m gives 1.566 m. Inverting the old cell, a 2 cm wavelength floor at N = 512 needs L = 0.02*512/2 = 5.12 m, which is below the 10 m lower end of the patch range the cited notes state, so the number was not reconstructable under the convention the same page requires. The old 78 cm is L/N at L = 400, N = 512 = 0.78125 m, i.e. the sample spacing, exactly the factor-of-two error the paragraph already repudiates.	The cell no longer carries a length without an L. Both figures printed are reproducible from the two parameters named in the paragraph beneath it, and both L values lie inside the source's declared 10 m-2 km range.	agent-wave-models	CONFIRMED, unchanged by the repair. Re-derived: 2L/N at N = 512 gives 0.0390625 m (L = 10 m) and 1.5625 m (L = 400 m); L/N at L = 400 gives 0.78125 m, the repudiated sample spacing; a 2 cm floor needs L = 0.02*512/2 = 5.12 m, below the notes' 10 m lower end. The verifier reproduced 3.9 cm / 1.56 m / 5.12 m / 78 cm independently. Both L values printed lie inside the source's declared 10 m-2 km range.	
X32	references/wave-models.md	`## Use this`, cascade paragraph, and failure row ':350'. The paragraph's 'LCM of **269 071 m**, past any draw distance' is replaced by '⚠️ **That LCM is not the visible repeat.** Co-prime sizes remove only the *coincident* return of all cascades at once; each still tiles at its own `L`, so the largest - **401 m** here - is the repeat an eye finds, whatever the LCM. **Choose `L_max` against draw distance.**' The failure row's mechanism gains the third case ('or, once they are co-prime, the largest cascade's own `L`') and its fix becomes 'Near-co-prime sizes, and pick `L_max` against draw distance - 401 m repeats at 401 m whatever the LCM; verify from max altitude'. ⚠️ REPAIR: the correction had landed at TWO of THREE ends. `## What it beats`:324-326 still read 'cascades at near-co-prime sizes push the repeat beyond notice' — the exact belief X32 exists to kill, and the one a reader who lands on that section acts on. It is now '- **A single FFT tile** [tessendorf_ocean] — visibly repeats from any altitude. ⚠️ Near-co-prime cascades do **not** push that repeat beyond notice: they remove only the *coincident* return, and the one an eye finds is the largest cascade's own `L`. Pick `L_max` against draw distance, and verify from maximum gameplay altitude, where tiling *returns* as the small cascades mip away.' The altitude/mip point the old bullet carried is kept.	lcm(401, 61, 11) = 269 071 m and lcm(400, 60, 10) = 1200 m, both confirmed. But the LCM is the period at which ALL cascades return together; each cascade is individually periodic with period equal to its own L, and a single 401 m tile is visibly periodic at 401 m regardless of what the others do. The claim 'past any draw distance' is therefore true of the coincident period and false of the percept, exactly as the audit states. What the document may claim from its own contents is the geometry; the audit's 84%-of-variance figure at 15 m/s is not re-derivable here without a spectrum (Phase 5) and is deliberately NOT printed. ⚠️ REPAIR DERIVATION: arithmetic re-checked. gcd(400,60,10) = 10; lcm(400,60,10) = 1200 m. 401, 61 and 11 are each prime (401 has no factor <= 20 and sqrt(401) = 20.02), so lcm(401,61,11) = 401*61*11 = 269,071 m. The percept argument is unchanged and is geometry, not measurement: a single tile of side L is periodic at L whatever its neighbours do, so the LCM bounds only the COINCIDENT return of all cascades and is not an upper bound on the visible repeat.	⚠️ THIS CELL WAS WRONG BEFORE THE REPAIR. It read 'Both ends read and now agree'; there are THREE ends in this document — `## Use this`:41-43, the failure row :360, and the `## What it beats` bullet :333-336 — and the third was not read. All three now state the same three mechanisms (a single tile; a shared factor; the largest cascade's own L once co-prime) and the same fix (near-co-prime sizes, pick L_max against draw distance, verify from max altitude). Grepped for co-prime|LCM|L_max|401 and read every hit.	agent-wave-models	CONFIRMED and EXTENDED by the verifier, which found the third end and re-derived both LCMs (1200 and 269071) and gcd 10 independently. Re-checked here by grep over the whole document: four sites mention the repeat and all four now agree. Pattern 2, the correction that landed at one end — recorded, since the corpus has now seen this shape six times.	
X33	references/wave-models.md	Consequence 3's last sentence. Before: 'Solve `k(omega, h)` with a few Newton iterations into a small 2-D lookup table offline - never per frame [airy_coastal].' After: 'Tabulate `k(omega,h)` offline, never per frame [airy_coastal], and in **1-D** not 2-D: `X·tanh X = ω²h/g` with `X = kh`.' ⚠️ REPAIR: the reduction's precondition is now stated. Added after the sentence: '⚠️ That collapse to one variable needs the `k³` capillary term dropped — with it there is no such form — which is free at shore-wave scales (0.03% of `gk` at `lambda = 1 m`) but is a precondition, not an identity.'	From the document's own dispersion relation at zero surface tension, omega² = g k tanh(k h). Multiply both sides by h/g: omega² h/g = (k h) tanh(k h). With X = k h and Y = omega² h/g this is X·tanh X = Y, one strictly increasing function of ONE dimensionless argument, so the table is indexed by Y alone and k = X(Y)/h recovers the wavenumber. A 2-D table over (omega, h) stores sqrt(n) times as many entries for the same resolution in Y. ⚠️ REPAIR DERIVATION: with surface tension the relation is omega^2 = (gk + (sigma/rho)k^3) tanh(kh). Multiplying by h/g gives X tanh X (1 + (sigma/(rho g)) (X/h)^2) = omega^2 h/g, which still carries h outside X — there is no one-variable form. So X tanh X = omega^2 h/g is exact only at sigma = 0. Size of the dropped term: (sigma/rho)k^2/g with sigma/rho = 7.28e-5 m^3/s^2 is 2.930e-4 = 0.0293% at lambda = 1 m, 2.9e-6 at lambda = 10 m, and 2.9% only by lambda = 10 cm — so it is negligible over the whole shore-wave band the sentence is about, which is why the reduction is kept and the precondition is named rather than the sentence withdrawn.	One sentence, as the plan's deferred row asks, and it is line-neutral: 2 lines before, 2 lines after. After the repair: 5 lines where the pre-repair sitting left 2, and the document is 375 lines against the 450 cap.	agent-wave-models	The verifier raised this under Pattern 4 (a proof missing its precondition) without promoting it to the DEFECTS list; the repairer CONFIRMED it algebraically (the tanh form does not separate once the k^3 term is present) and quantified the omission before writing it, so the page now says both that the reduction is exact only for gravity waves and that the error it costs at shore scales is 3e-4.	
X35	references/wave-models.md	`## Use this`: '400 / 60 / 10 m share a factor of 20' -> '400 / 60 / 10 m have a `gcd` of **10**'. The LCM of 1200 m beside it is unchanged. The failure row ':350' gains the same correction inline ('400/60/10 m, `gcd` 10, coincident at 1200 m').	gcd(400, 60, 10) = 10, computed: gcd(400,60) = 20, gcd(20,10) = 10. 20 divides 400 and 60 but not 10, so it is not a common factor of the three at all. lcm(400,60,10) = 1200 is right and stands.	Both ends read; the arithmetic is a two-line check and agrees with the audit's REPRODUCED verdict.	agent-wave-models	CONFIRMED, unchanged by the repair. gcd(400,60,10): gcd(400,60) = 20, gcd(20,10) = 10. 20 is not a common factor of the three at all, since 20 does not divide 10. lcm(400,60,10) = 1200 stands. The verifier reproduced gcd 10 independently.	
F9	references/wave-models.md	⚠️ REPAIR: the remark stands but the number under it did not. Before this repair the cell read '| FFT, full pipeline | **19.2 ms**, broken down per stage [bruneton2010]. ⚠️ **That is more than a whole 16.6 ms frame at 60 fps, for the water surface alone** — budget it against the frame before adopting the pipeline, not after |'. Three things were wrong with it and are fixed: the model (a 60-trochoid projected-grid renderer, printed as the FFT family's cost), the frame length (16.6 ms is a truncation of 1000/60 = 16.667), and the missing context (19.2 ms is the paper's NEAR-VIEW WORST CASE; the same sentence reports 11.5 ms at 1000 m and 7.7 ms at 8000 m, both inside a frame). The cell now names the model, the resolution, the GPU, the wave count, the view, the 11.1/8.1 split, §7.3, the exact 15% overrun, the two distant-view figures, and 'Re-measure before budgeting from it'. Still one table line, so F9 remains line-neutral. Only the wave-models half of F9 is done here; simulation-time-budget.md is another agent's row and is untouched.	1000/60 = 16.6667 ms, so '16.6 ms' understated the frame and is now 16.7. 19.2/16.6667 = 1.1520, i.e. 15.2% over one whole frame — written as '15% over', which is exact to the digits shown, rather than the 'one frame and a sixth' the verifier proposed (1 + 1/6 = 1.1667, which is 19.44 ms, a 1.3% overstatement of a figure the whole row exists to state precisely). 1000/87 = 11.494 ms -> 11.5; 1000/130 = 7.692 ms -> 7.7; both < 16.667, hence 'both inside a frame'. 11.1 + 8.1 = 19.2, so the split is complete and the cell's parts sum to its total.	The plan's gate — 'no per-frame recommendation without a cost or a pointer' — still holds, and now holds with a cost that belongs to the model it is printed against. ⚠️ The pre-repair gate cell claimed only that a frame is 16.667 ms and 19.2/16.667 = 1.152; it never asked WHOSE 19.2 ms it was, which is how a trochoid measurement sat in an FFT row through a full sitting and its gate. The gate is now: every digit in the cell is quotable from the fetched PDF, and the model named in the row is the model the paper measured.	agent-wave-models	CONFIRMED by the verifier ('F9's question is answered in form ... but the number under the remark does not survive checking') and re-derived here from the re-fetched PDF. DISPUTED IN PART: the verifier's proposed '16.7 ms frame and a sixth' is 1.3% high (1.1667 vs the true 1.152) and its '§7.1' is the wrong subsection; '15% over' and '§7.3' are written instead. Its '2008 hardware' is also not sourced — the 8800 GTS is a 2006-07 part and the paper does not date it — so 'a mid-2000s GPU' is written.	
Tier line	references/wave-models.md	Added as the first body line after the title, folded into the opening paragraph in the form the eleven siblings that carry one use: '**Tier: real-time rasteriser for the wave field; the shore band's travel-time solve is authoring-time.**'	Read from the document rather than assumed. The FFT cascade is described as 'inverse-FFT to a displacement map per frame' and the Gerstner sum as a per-point evaluator on any thread, both per-frame work; the shore section says 'Precompute a wave-travel-time field `tau(x)`' by an eikonal/fast-marching solve, which is a bake. So the document genuinely spans both regimes and the line says which half is which. Front matter is NOT touched: `tags:` still reads `runtime`, and reconciling the three budget spellings is Phase 4's migration, not this sitting's.	criterion 6 (a reader can tell the budget regime from the page) for this document; `check.py` has no `**Tier:` check yet, so this is checked by eye against the eleven existing lines' shape. ⚠️ CHALLENGED AND NOT CHANGED: the verifier asked for `tags:` to gain `authoring-time` so the tag list matches the dual Tier line, citing simulation-time-budget.md ('authoring-time, runtime') and noise-and-warping.md ('authoring-time, real-time'). Both citations are FACTUALLY CORRECT — verified by reading both front matters. The change is still NOT MADE, for two reasons that are not about the evidence. (1) This sitting's standing instruction is 'Do NOT edit front matter beyond adding a needed sources: row'; a `tags:` edit is not that. (2) PLAN.md's decisions table settles this deliberately — 'Budget as a migration, not a new key ... 31 of 37 documents already carry authoring-time (21) / real-time (10) / runtime (4) / near-real-time (1); a budget: key would be a fourth source for a fact with three spellings. Migrate to one vocabulary; make **Tier: agree with it' — and that migration is Phase 4. Adding `authoring-time` beside `runtime` now would make this document the 6th carrying two spellings from the set being consolidated, i.e. it would enlarge the migration rather than anticipate it, and criterion 6 asks for agreement with ONE canonical tag. Recorded here so the Phase 4 sitting inherits the finding instead of rediscovering it.	agent-wave-models	Verifier's evidence CONFIRMED (both sibling front matters read directly; the convention claim holds) but the fix is DEFERRED, not rejected on merit — it is out of this sitting's edit permission and is Phase 4's scheduled work. The Tier line itself is unchanged and still agrees with the body: the FFT cascade inverse-FFTs per frame, the Gerstner sum is a per-point evaluator, and the shore band's tau(x) is an eikonal bake.	
REGISTER DEBT	references/wave-models.md	⚠️ NOT APPLIED — OUT OF EDIT PERMISSION. The verifier's defect [7] asks that these rows be appended to gaia/registers/corrections.tsv, which this sitting is not permitted to write ('YOU MAY EDIT ONLY: gaia/references/wave-models.md'). The rows live here, in scratchpad/rows/wave-models.corrections.tsv, in the register's own 8-column schema (finding, document, replacement, derivation, gate, implementer, verifier, commit) and in append order, so the lead can concatenate this file onto the register unmodified.	Confirmed the debt is real and confirmed the schema. awk over column 2 of gaia/registers/corrections.tsv for /wave-models/ returns 0 rows; the file has 46 lines, of which the four other sittings in this commit wrote theirs. Header verified: 'finding\tdocument\treplacement\tderivation\tgate\timplementer\tverifier\tcommit', 8 fields, and every row in this file has exactly 8 fields.	PLAN.md rule 1 makes the register the record of a correction, so until these rows land the correction has no record — the same one-end shape the corpus has recorded five times in documents, this time in a register. ACTION FOR THE LEAD: append this file's rows to gaia/registers/corrections.tsv at commit time.	agent-wave-models	Verifier's defect [7] CONFIRMED in substance (the debt exists, the four sibling sittings wrote their rows, and its X25 gate-cell objection is correct and is now fixed in this file). Not applied only because the target file is outside this sitting's permitted edit set; flagged to the lead rather than silently dropped.	
R1	references/seamless-and-periodic.md	BLOCKING. The hash-period prescription X49 landed is wrong for a STACK, and the block prescribes a stack. (a) `## Use this` fence :42 `hash:   perm table with >= P entries, or an integer mixer  # a 256-entry table caps the period` -> `hash:   integer mixer, or a table >= P*lacunarity^(octaves-1)  # the FINEST octave's P_l, not P`. (b) Body :107-114, '**Give the hash a period of at least `P`: a `P`-entry table, or an integer mixer with no 8-bit mask** [periodic_lattice_practice] -- [lagae2010] Sec 7's long-period hashes; both measured exact at P = 512, 1024 and 2048' -> '**Give the hash a long period** ([lagae2010] Sec 7) **-- and the period it must reach is the *finest octave's* `P*lacunarity^(n-1)`, not `P`** [periodic_lattice_practice]: octave `l` reduces mod `P*lacunarity^l`, so a `P`-long table repeats every `P/lacunarity^l` **cells**', plus the six-octave measurement and 'An integer mixer with no 8-bit mask reaches any `P_l` for free'. (c) Failure row :424 gains the stack mechanism and its Fix cell is corrected the same way, keeping [periodic_lattice_practice] and adding [lagae2010] Sec 7. (d) :400 'the hash must reach it too' -> 'the hash must outrun it, at the *finest* octave'.	Derived, then measured, on my own rig (repair-seamless-noise/r1_perlin.py, r2_fbm_hash.py; improved-Perlin 2-D, 8-vector gradient set, quintic fade, 512^2 random samples). DERIVATION: octave l samples at p*freq_l and reduces mod P_l = P*freq_l, so shifting the domain by d = P/freq_l shifts the lattice index by exactly P and leaves the fractional part unchanged; a table of length P returns the same gradient for i and i+P, so the octave is exactly periodic at P/freq_l CELLS. MEASURED, 6 octaves, lacunarity 2, gain 0.5, P = 1024, integer per-octave offsets: with the prescribed 1024-entry table octave l repeats at 1024/2^l cells to 2.7e-13 - 3.1e-13 for l = 1..5, so octaves 1-5 summed are bit-identical at a 512-cell shift, max diff 3.95e-13 (printed as 4.0e-13); the detail band's peak is 0.305 against the full field's 0.656, and its amplitude weight is sum(0.5^k, k=1..5)/sum(0.5^k, k=0..5) = 0.96875/1.96875 = 0.492. With a 32768-entry hash (= P*lacunarity^5) the same band differs by 4.615e-01 at that shift (printed 4.6e-01) and no octave repeats at any shift <= 512. The wrap test at T = P reads 6.3e-13 (1024-entry) and 5.4e-13 (32768-entry) and passes in both cases. A 256-entry table, for reference, makes the whole field periodic at 256 cells.	The symptom of the sitting's own new failure row -- 'the periodic tile visibly repeats 4x4 inside itself' -- reproduced one octave down at 49% of the stack's amplitude weight under the prescription that row prescribes. Fixed at all four ends the prescription appears: fence :42, body :110, failure-row Fix cell :424, and the cross-reference at :400. The integer-mixer half of the old prescription was never wrong (2^32 period) and is now the leading clause.	agent-repair-seamless-noise	applied	Verifier defect [1], CONFIRMED on a third independent rig. Verifier measured octaves 1-5 bit-identical at 3.29e-13 and 4.28e-01 with the long table; I get 3.95e-13 and 4.62e-01 -- same finding, rig-dependent last digits. I did NOT adopt the verifier's '(octaves 1-5, peak amplitude 0.264 of the field)': on my rig the detail band's peak is 0.465 of the field's peak and its amplitude weight is 0.492, so 0.264 is neither, and the document now names the shift and the two max-diffs instead of a share.
R2	references/seamless-and-periodic.md	NOT APPLIED HERE -- out of ownership. The verifier is right that the `F`-tier declaration for `periodic_lattice_practice` does not carry the hash-period practice the body now cites to it: the entry says 'the **two** consequences' and lists two, and the front-matter locator at :14 enumerates the same three practices without the hash. But `papers-generation.md` belongs to another sitting and the front-matter locator is front matter, which the house rules put out of reach beyond adding a `sources:` row. Amendment filed in full at scratchpad/rows/periodic_lattice_practice.bib.md, including the stale 'names *different* fixes' clause.	Read both ends. papers-generation.md:385 lists exactly two consequences and closes with 'lagae2010 Sec 7 ... names *different* fixes (noise tiles, long-period hashing)'; seamless-and-periodic.md:14 enumerates the modular-index construction, the per-octave integer-period requirement and the 4-D embedding. Neither names a requirement on the hash. Measurements for the amendment re-derived here and recorded in the .bib.md.	Debt reduced inside my own file instead: the body's new prescription now attributes the 'long period' claim to [lagae2010] Sec 7, whose locator at :9 DOES declare 'noise tiles and long-period hash functions as the two fixes', and leaves [periodic_lattice_practice] carrying only the modular-index construction it already declares. The sizing rule P*lacunarity^(n-1) is stated as this skill's own measurement, not as a cited claim. check.py green.	agent-repair-seamless-noise	filed-not-applied	Verifier defect [2], substance CONFIRMED, disposition changed: the verifier asked for an edit to papers-generation.md:385 and to the front-matter locator at :14, and this repair may edit neither.
R3	references/seamless-and-periodic.md	NOT APPLIED HERE -- out of ownership, same reason as R2. `seam_fake_practice` at papers-generation.md:391 names 'mirroring the tile about its own **edge**' and in the same sentence quotes the 100.0% that belongs to the on-cell mirror. Amendment filed at scratchpad/rows/seam_fake_practice.bib.md.	Re-measured both conventions from one fBm base field (repair-seamless-noise/r5_mirror.py, 5-octave improved Perlin): ON-CELL concat(a, a[-2:0:-1]), tile 2N-2 -- axis column a strict local extremum along x in 100.0% of rows, adjacent columns identical at 0.0e+00, imaginary DFT share 1.44e-31 when mirrored on both axes. BETWEEN-CELLS concat(a, a[::-1]), tile 2N -- 0.0%, adjacent columns differ by 1.3e-01, imaginary share 1.13e-02. Only an on-cell tile is even about a SAMPLE, so only it has a purely real transform; that row alone fixes the attribution.	The document body already carries the correction at both of its own ends (:283 'for a mirror centred **on a cell** (tile 2N-2)' and :289 'The ordinary concat(a, a[::-1]) mirrors *between* cells, tile 2N: row 1 reads 0.0%'). Nothing in the two files I own is wrong.	agent-repair-seamless-noise	filed-not-applied	Verifier defect [3], substance CONFIRMED on a third rig; disposition changed for ownership.
R4	references/noise-and-warping.md	`## Use this` :36-38, 'a warp amplitude near the largest octave's wavelength -- which is also where the warp begins to fold (Sec Domain warp), so it is a ceiling as well as a starting point' -> 'a warp amplitude near the largest octave's **lattice spacing** -- a starting point to come *down* from, not a ceiling. Sec Domain warp measures 11.30% of the domain already folded there for a curl potential and 28.4% for the plain `warp1` above, against a fold-free `K` of about 25 for six octaves on that same 64-cell base lattice, and less again for a plain warp.'	Every number is the document's own table or bound, re-derived here (r3_warp.py, 3 seeds, 512^2, h = 0.125): curl fold 0.00/0.00/0.00/0.03/10.00/37.21% at K = 1/8/16/32/64/128 against the printed 0.00/0.00/0.00/0.04/11.30/37.41, with rms displacement 0.02/0.17/0.34/0.67/1.34/2.68 matching the printed row digit for digit; plain warp at K = 64 displaces 14.28 cells rms and folds 29.18% against the printed 14.2 and 28.4%. Fold-free K by sweep (r3b_plain_bound.py): curl 0.000% up to K = 25 and 0.032% at K = 32, bracketing the printed 25. So K = 64 is roughly 2.5x the ceiling, not the ceiling.	Line 38's claim is now the same claim the body measures, in the same direction, and it names the plain warp `## Use this` actually prescribes as well as the curl potential the table is built on.	agent-repair-seamless-noise	applied	Verifier defect [4], CONFIRMED, wording REJECTED IN PART. The verifier's replacement says the fold-free ceiling is 'about a quarter of the starting value for a six-octave curl potential'. It is not: 25/64 = 0.39, nearer two fifths, and under the wavelength reading it would be 25/128 = 0.20. Neither is a quarter, so the document names 25 and 64 rather than a fraction.
R5	references/seamless-and-periodic.md	The '1.7x' cost, three places. :121 '**The general fix is a torus embedding, and on simplex it costs about 1.7x.**' -> '...about 2.8x.'. :133-134 'It costs 5 simplex corners per sample instead of 3' -> 'It takes 5 simplex corners per sample instead of 3 -- a corner *count*, not a cost, because those corners are four-dimensional: 22 multiply/add-class operations each against 12, so about **2.8x** the kernel's arithmetic, plus two sines and two cosines the 2-D path never pays.' :67 'at 5 simplex corners against 3 -- 1.7x' -> 'at about 2.8x the arithmetic'. Failure row :426 'about 1.7x' -> 'four-dimensional ones, so about 2.8x the arithmetic rather than the corner count's 1.7x'.	Operation tally written out and auditable (repair-seamless-noise/r4_simplex_cost.py). Per corner in d dimensions: d offset subtractions + (d mul + d sub) for the falloff argument + 2 mul for t^4 + (d mul + (d-1) add) for the gradient dot + 1 mul = 5d+2, i.e. 12 in 2-D and 22 in 4-D. Whole kernel: skew 2d + floor d + unskew 3d + d(d-1)/2 comparisons to rank the simplex + corners*(5d+2) + corners for the sum and scale = 52 at d = 2 with 3 corners and 145 at d = 4 with 5 corners, ratio 2.79. The embedding adds 6 mul/add-class ops and 4 TRANSCENDENTALS (2 sin, 2 cos) counted separately. Wall clock on the same machine, same vectorised style, 2^21 samples: 2-D 331 ms against 4-D-plus-embedding 1117 ms, 3.37x.	5/3 = 1.67 is a corner count; the corners are four-dimensional, so per-corner work rises with them and the count cannot be the cost. Two independent tallies agree to two figures (2.74x reported by the verifier, 2.79x here). The document prints the op-count ratio with the per-corner derivation beside it, so a reader can check it; it does not print a wall-clock number.	agent-repair-seamless-noise	applied	Verifier defect [5], CONFIRMED, number PARTLY REJECTED. The verifier proposed 'about 2.4-2.7x' resting on a 2.40x wall-clock measurement; my machine gives 3.37x for the same comparison, so a wall-clock ratio is not reproducible enough to print. The operation count is: 2.79 here, 2.74 on the verifier's different accounting. The document prints 2.8x and says it is an operation count.
