# REGISTER — mutation-proofs.partial-integrity.tsv
# Wave: partial-integrity repair of the three guards named in registers/guard-domains.tsv as
# substring-keyed, heading-keyed or per-token-exposed:
#   tests/test_skill_integrity.py, tests/test_audit_drift.py, tests/test_cited_paths_exist.py
#
# WHAT A ROW IS. One row per assertion added or repaired. Every row records a MUTATION applied to
# the SUBJECT (a document, SKILL.md, the tree) — never to the test — plus the failure actually
# observed, and a DECOY of similar shape that the guard must not fire on. Green is not evidence;
# the observed column is.
#
# VERDICTS
#   PROVEN   the mutation was applied, the named test went red with the quoted first line, the
#            decoy was applied and the suite stayed green, and both were reverted (git diff clean).
#   PIN      a matcher pin: the assertion runs against fixture strings it writes itself, so NO
#            subject mutation can reach it, by design. This is disclosed rather than dressed up as
#            a proof — see the note in each such row. It is not DECORATIVE: it fires on a narrowing
#            of the recogniser, which is the failure mode it exists for, and both files already
#            carry this idiom for the same stated reason.
#   PRE-RED  the assertion is red at this HEAD on the live corpus without any mutation, because it
#            found a real drift. The drift, not a mutation, is the evidence. See REPORTED DRIFT.
#
# REGISTER-PREMISE CORRECTIONS made in this wave (evidence in the report):
#   * test_skill_integrity.py no longer contains the f"def {node}(" substring symbol check at all —
#     it was RETIRED at 028e900 in favour of the AST check in test_cited_paths_exist.py
#     (_module_level_names). guard-domains.tsv's keyed_on cell for that file is stale on that half.
#   * test_audit_drift.py's em-dash heading is NOT a silent-vacuity risk: _simaudit_rows() calls
#     SIMAUDIT_RAW.index(heading), which RAISES. Measured: rewriting the em dash to a hyphen gives
#     26 failed, 68 passed — loud, not quiet. Fixed at 690fba1.
#   * The "530 -> 9999" defect is in VALIDATION.md line 31, not NODE-PARITY-AUDIT.md; the mechanism
#     described is exactly right. Measured pre-repair: 94 passed.
#   * test_cited_paths_exist.py ALREADY collects bare-prose paths (the BARE token family added at
#     028e900). Measured: _recognise("see references/03-flow-routing.md for it") returns that path.
#     guard-domains.tsv's keyed_on cell for that file is stale.

guard_file	test_name	target_defect_class	mutation	expected_observation	observed	decoy	decoy_expected	decoy_observed	verdict
tests/test_audit_drift.py	test_every_audit_document_is_read_by_this_guard	the coverage number itself (guard-domains.tsv records 5 of 11, 45.5 %) could go stale as a comment	truncate reference-impl/ARCHETYPES.md to zero bytes — still in the domain, no longer readable by the scan	the row fails naming the document that is in the domain but unread	FAILED ...::test_every_audit_document_is_read_by_this_guard — "AssertionError: these audit documents are in the domain but are not read: ['ARCHETYPES.md']"	replace ARCHETYPES.md with one real heading and one sentence — much smaller, still read	green: the row is about being reached, not about length	1 passed in 0.04s	PROVEN
tests/test_audit_drift.py	test_sum_identity_recogniser_fixtures / test_count_claim_recogniser_fixtures	matcher pins, including five negative controls that quote counts of an OLDER tree and must NOT bind to today's oracle	none possible — both write their own fixture markdown into tmp_path	n/a	n/a: no subject edit reaches them. They fail when the extractor is narrowed or widened, which is what makes the corpus rows above mean something. The five negative controls are the reason the count patterns can be applied to all eleven documents without failing on true historical sentences	n/a	n/a	n/a	PIN
tests/test_audit_drift.py	test_every_recountable_claim_matches_the_tree[VALIDATION.md] / [README.md] / [REVIEW-BRIEF.md]	the defect itself, live: numeric claims about this tree that no longer hold	none — red on the unmutated corpus	n/a	FAILED for VALIDATION.md ("quotes 530 test functions ... this tree has 620 — 14.5 % off, band is 10 %"), README.md (same figure, same drift) and REVIEW-BRIEF.md ("quotes 334 test functions ... 46.1 % off"). test_validation_ledger_quotes_the_real_test_count, which pre-dates this wave, is red for the same reason: it was inside its 10 % band at 570 functions and is outside it at 620	n/a	n/a	n/a	PRE-RED
tests/test_cited_paths_exist.py	test_no_unscanned_markdown_carries_citations	an enumerated corpus that a new directory silently falls outside of	append "See reference-impl/no_such_module.py for the derivation." to DEFINITION-OF-DONE.md while it was still outside CITING_FILES	the sweep names the unscanned document	FAILED ...::test_no_unscanned_markdown_carries_citations — "AssertionError: markdown carrying citations that no guard scans; add its directory to CITING_GLOBS: DEFINITION-OF-DONE.md". The same row is ALSO red at unmutated HEAD 23bceef on registers/OPEN-ITEMS.md and registers/README.md — see REPORTED DRIFT	after adding DEFINITION-OF-DONE.md to CITING_FILES, the same sentence pointing at a real file ("See reference-impl/flow.py for the derivation.")	green: a bare-prose citation of a file that exists is not a defect	32 passed in 3.03s	PROVEN
tests/test_cited_paths_exist.py	test_every_cited_path_resolves (bare-prose family)	the register's claim that a path written as bare prose is never checked	the same appended bare-prose sentence, once DEFINITION-OF-DONE.md was in the scanned corpus: "See reference-impl/no_such_module.py for the derivation."	the resolve row names the bare-prose citation and the roots it tried	FAILED ...::test_every_cited_path_resolves — "AssertionError: these citations name a path that is not there: DEFINITION-OF-DONE.md:79: `reference-impl/no_such_module.py` — not found under any of: /home/user/skills/terrain-architect, .../reference-impl, /home/user/skills"	same sentence naming reference-impl/flow.py	green	32 passed in 3.03s	PROVEN (and the register premise is therefore STALE, not open)
tests/test_cited_paths_exist.py	test_a_path_written_as_bare_prose_is_collected_and_checked	regression lock on the BARE token family, which arrived at 028e900 without a row asserting it	corpus half: it counts real bare-prose citations and floors them at 20 (measured well above)	falls if the BARE family is dropped from _tokens or _parse again	covered by the row above: the same appended bare-prose citation is what the corpus half counts, and removing the BARE family would take both rows red together	n/a — the fixture half writes its own strings	n/a	n/a	PIN + corpus floor
tests/test_cited_paths_exist.py	test_every_exclusion_is_exercised_by_the_corpus	a dead exclusion: a licence nobody uses that quietly excuses the one citation that has rotted	registers/OPEN-ITEMS.md:3: "Modelled on `/home/user/skills/gauntlet/backlog.md`" -> "Modelled on the gauntlet backlog" — deleting the only citation the absolute-host-path row excuses	the row fails naming the now-dead exclusion and its reason	FAILED ...::test_every_exclusion_is_exercised_by_the_corpus — "AssertionError: these exclusion rows excuse nothing in this corpus and state no condition under which they would not: absolute-host-path (an absolute filesystem path on the author's machine, ...)"	registers/OPEN-ITEMS.md: reword the sentence, keep the path ("Modelled on" -> "Modelled directly on")	green	32 passed in 3.11s	PROVEN
tests/test_cited_paths_exist.py	test_every_citation_is_checked_or_excluded_for_a_stated_reason	the partition: a citation that is neither resolved nor matched by a reasoned exclusion falls out of the guard entirely	the same broken bare-prose citation in DEFINITION-OF-DONE.md	the row names the orphan citation separately from the resolve row	FAILED ...::test_every_citation_is_checked_or_excluded_for_a_stated_reason — "AssertionError: citations that neither resolve nor match a reasoned exclusion: DEFINITION-OF-DONE.md:79: `reference-impl/no_such_module.py`"	the same sentence naming reference-impl/flow.py	green	32 passed in 3.03s	PROVEN
tests/test_cited_paths_exist.py	test_every_cited_line_number_is_inside_the_file (bare chapter pins)	a bare `NN-chapter.md:LINE` citation resolved against no root, so its pin was silently skipped rather than checked	registers/OPEN-ITEMS.md: "09-verification.md:319" -> "09-verification.md:9999"	the pin row fails for BOTH the bare and the slashed spelling, proving the new references/ root made the bare one checkable	FAILED ...::test_every_cited_line_number_is_inside_the_file — "AssertionError: line pins outside the file they cite: OPEN-ITEMS.md:190: `09-verification.md:9999` — 09-verification.md has 604 lines" (plus the slashed spelling on line 194)	registers/OPEN-ITEMS.md: "09-verification.md:318" — a one-line drift of the kind ordinary editing produces, still inside the file	green: the row catches a pin left behind by a gutted file, not a pin that moved by a line	32 passed in 3.11s	PROVEN

# REPORTED DRIFT — real, in documents this wave may not write. Not hidden, not worked around.
#   reference-impl/VALIDATION.md:23  '"530 tests pass"'                       — the tree defines 620 `def test` functions at the final run of this wave (14.5 % off; the row's own declared band is 10 %). It was 570 when the wave opened (7.0 %, inside the band) and 603 mid-wave: this figure is drifting out, not sitting still, and three concurrent agents adding tests is exactly the traffic it fails to track.
#   reference-impl/VALIDATION.md:31  '**530** is the number of `def test` **functions**' — same figure, second spelling; this is the spelling that was unguarded before this wave
#   reference-impl/README.md:52     '`530` is the number of `def test` functions' — same figure, third spelling
#   reference-impl/REVIEW-BRIEF.md:24 'The whole suite (334 tests) passes'    — 46.1 % off at the final run; this document was outside the guard's domain entirely, and its OKF header names test_audit_drift.py as its verifier
#   reference-impl/VALIDATION.md:153 '1231 passed, 6 skipped in 490.35s'      — presented as a run of THIS environment; the suite now runs 1370+. Not machine-checkable from a transcript, so no row above claims it; recorded because the page's own rule is that a count attributed to a past tree must cite the SHA it was measured on.
#   terrain-architect/registers/OPEN-ITEMS.md, registers/README.md            — carried citations that no guard scanned; test_no_unscanned_markdown_carries_citations was ALREADY RED at HEAD 23bceef because of it. Fixed here by adding registers/*.md to CITING_GLOBS.
